,constituency,ward,clat,clon,place_id,place_name,place_lat,place_long,place_type
0, Westlands,Mountain View,-1.27113135,36.74300262,689867f2c660ec4025bebef59c80424b5f5456ce,Godials bed and breakfast,-1.289559,36.783144,restaurant
1, Westlands,Mountain View,-1.27113135,36.74300262,7b554b1c6d3425bd017a5f79f7f49c9cf7e4b2b7,Club Texas,-1.3001321,36.7570674,restaurant
2, Westlands,Mountain View,-1.27113135,36.74300262,258ea13ab2e9a55aaad4bfadf0f164bbaee1250c,Brew Bistro and Lounge,-1.2992794,36.7655525,restaurant
3, Westlands,Mountain View,-1.27113135,36.74300262,78ae2f2a760113a37fd686d3d97e06934473d9df,Club House - Upper Kabete (UoN),-1.2551573,36.72480039999999,restaurant
4, Westlands,Mountain View,-1.27113135,36.74300262,f991c4dcf690c6574500d613b72a232b63a342fe,Ambience,-1.2607028,36.77536010000001,restaurant
5, Westlands,Mountain View,-1.27113135,36.74300262,0dd4be0f1ac0dfa662cdc47eacdd5f9baec58565,Mediterraneo,-1.2982901,36.7619748,restaurant
6, Westlands,Mountain View,-1.27113135,36.74300262,1360a3a21bc049a7903e085151b12dec8a724b4b,Gladwal Yoghurt,-1.2850258,36.7375007,restaurant
7, Westlands,Mountain View,-1.27113135,36.74300262,de0617dd5e9bd23a8e5dce6948cbc11663a28e14,Snack Inn Restaurant,-1.2877817,36.7412041,restaurant
8, Westlands,Mountain View,-1.27113135,36.74300262,4b1b5f4f1cf5fc2921dbdf82c44301bb3161785e,Myers Restaurant,-1.28652,36.74087899999999,restaurant
9, Westlands,Mountain View,-1.27113135,36.74300262,b35c06973ff28bdf559f3f6a7b414a4bcd5d5753,Bemaland Restaurant,-1.2887107,36.74350560000001,restaurant
10, Westlands,Mountain View,-1.27113135,36.74300262,25ad3ef0d5756f134d9139129738dfb1911ef799,Wasp & Sprout,-1.251865,36.7565645,restaurant
11, Westlands,Mountain View,-1.27113135,36.74300262,cfe1cb6da955e1a356f87cbc53358f5b8ca80ab3,Le Palanka African Restaurant,-1.285969,36.761938,restaurant
12, Westlands,Mountain View,-1.27113135,36.74300262,077ae054fcf27f525d9a2a0fcdeb9f2dffb4c9b6,Toranj restaurant,-1.2855441,36.7627699,restaurant
13, Westlands,Mountain View,-1.27113135,36.74300262,d4d27e6d09f6b0deb140191ff17952e7feeba151,Arbor Place,-1.287708,36.7611336,restaurant
14, Westlands,Mountain View,-1.27113135,36.74300262,0cde38b7be63ac28035b6d2747f044107e223f75,Kengele's Lavington Green #Loco,-1.2804055,36.7705588,restaurant
15, Westlands,Mountain View,-1.27113135,36.74300262,728f78b14f1f67767454539b6dd073d1cedf6389,Mummydada's Nigerian Restaurant,-1.2842937,36.7644898,restaurant
16, Westlands,Mountain View,-1.27113135,36.74300262,9e9972e6b278ab35c9db92947e0fe5d1d821e58f,Jomaki Chicken And Fish Supplier,-1.2831554,36.7179917,restaurant
17, Westlands,Mountain View,-1.27113135,36.74300262,c800078521ab2243f3539b381e46aff7d4f67555,Chabad House of Kenya (Jewish Center),-1.2660701,36.7693776,restaurant
18, Westlands,Mountain View,-1.27113135,36.74300262,7a4b8c04b9714ab0802f551d8e96411096daca10,Eden suite and lounge,-1.2913706,36.7616098,restaurant
19, Westlands,Mountain View,-1.27113135,36.74300262,b458cd7543d002cdc9f8c5496648a95427429153,Llarena Pizzeria,-1.296105,36.754562,restaurant
20, Westlands,Mountain View,-1.27113135,36.74300262,302e56c5908938f184b9765a1d52a59328fef175,MAMBO ITALIA LAVINGTON,-1.2784939,36.7697761,restaurant
21, Westlands,Mountain View,-1.27113135,36.74300262,51f81423de49fc83eeba9c214802e80b364f9647,Big Square Lavington,-1.278575,36.769791,restaurant
22, Westlands,Mountain View,-1.27113135,36.74300262,06bf4db5f282bc6df949a361cfcd48155aed1db1,Wine Shop,-1.2504352,36.7618415,restaurant
23, Westlands,Mountain View,-1.27113135,36.74300262,ef1c334a510096d9380c557897d06dfbf9775e3d,Tokyo Restaurant,-1.2815099,36.7690345,restaurant
24, Westlands,Mountain View,-1.27113135,36.74300262,8e6e321a4764c0298ce4c1cc9744ca5da00d029a,PHILDING,-1.2664584,36.7149514,restaurant
25, Westlands,Mountain View,-1.27113135,36.74300262,8e0e0f8ff3cf32adf1211ef7bae8e1104a624bfa,Gourmet Lynk,-1.2794485,36.7702451,restaurant
